,hotel_id,price,stock,city,date,language,mobile,avatar_id
0,814,264,10,sofia,10,finnish,0,3533
1,201,107,10,sofia,10,finnish,0,3533
2,883,149,10,sofia,10,finnish,0,3533
3,578,132,18,sofia,10,finnish,0,3533
4,590,97,0,sofia,10,finnish,0,3533
5,459,108,10,sofia,10,finnish,0,3533
6,871,98,0,sofia,10,finnish,0,3533
7,608,116,10,sofia,10,finnish,0,3533
8,353,49,15,sofia,10,finnish,0,3533
9,862,86,8,sofia,10,finnish,0,3533
10,470,84,8,sofia,10,finnish,0,3533
11,764,74,0,sofia,10,finnish,0,3533
12,852,53,4,sofia,10,finnish,0,3533
13,637,71,3,sofia,10,finnish,0,3533
14,181,108,16,sofia,10,finnish,0,3533
15,574,71,0,sofia,10,finnish,0,3533
16,542,72,0,sofia,10,finnish,0,3533
17,815,219,12,sofia,10,finnish,0,3533
18,302,69,8,sofia,10,finnish,0,3533
19,665,77,11,sofia,10,finnish,0,3533
20,383,50,0,sofia,10,finnish,0,3533
21,649,178,11,sofia,10,finnish,0,3533
22,137,51,0,sofia,10,finnish,0,3533
23,472,51,0,sofia,10,finnish,0,3533
24,597,277,10,sofia,10,finnish,0,3533
25,270,134,15,sofia,10,finnish,0,3533
26,13,68,1,sofia,10,finnish,0,3533
27,145,114,10,sofia,10,finnish,0,3533
28,544,72,0,sofia,10,finnish,0,3533
29,653,141,12,sofia,10,finnish,0,3533
30,554,51,0,sofia,10,finnish,0,3533
31,44,62,0,sofia,10,finnish,0,3533
32,141,99,0,sofia,10,finnish,0,3533
33,262,112,4,sofia,10,finnish,0,3533
34,304,100,25,sofia,10,finnish,0,3533
35,683,99,4,sofia,10,finnish,0,3533
36,203,134,13,sofia,10,finnish,0,3533
37,143,66,16,sofia,10,finnish,0,3533
38,984,69,0,sofia,10,finnish,0,3533
39,109,114,10,sofia,10,finnish,0,3533
40,802,95,0,sofia,10,finnish,0,3533
41,899,112,10,sofia,10,finnish,0,3533
42,337,112,6,sofia,10,finnish,0,3533
43,287,207,14,sofia,10,finnish,0,3533
44,553,111,1,sofia,10,finnish,0,3533
45,25,266,10,sofia,10,finnish,0,3533
46,190,62,0,sofia,10,finnish,0,3533
47,107,53,0,sofia,10,finnish,0,3533
48,416,115,8,sofia,10,finnish,0,3533
49,4,49,0,sofia,10,finnish,0,3533
50,968,142,8,sofia,10,finnish,0,3533
51,923,61,4,sofia,10,finnish,0,3533
52,208,72,0,sofia,10,finnish,0,3533
53,601,116,4,sofia,10,finnish,0,3533
54,272,55,0,sofia,10,finnish,0,3533
