,hotel_id,price,stock,city,date,language,mobile,avatar_id
0,728,278,0,rome,2,croatian,1,3535
1,701,68,3,rome,2,croatian,1,3535
2,390,201,0,rome,2,croatian,1,3535
3,796,151,2,rome,2,croatian,1,3535
4,361,167,0,rome,2,croatian,1,3535
5,485,80,1,rome,2,croatian,1,3535
6,341,115,2,rome,2,croatian,1,3535
7,513,80,0,rome,2,croatian,1,3535
8,947,157,2,rome,2,croatian,1,3535
9,42,261,1,rome,2,croatian,1,3535
10,129,110,1,rome,2,croatian,1,3535
11,781,74,0,rome,2,croatian,1,3535
12,650,78,0,rome,2,croatian,1,3535
13,686,108,1,rome,2,croatian,1,3535
14,344,67,3,rome,2,croatian,1,3535
15,213,101,0,rome,2,croatian,1,3535
16,552,100,0,rome,2,croatian,1,3535
17,437,103,0,rome,2,croatian,1,3535
18,496,77,3,rome,2,croatian,1,3535
19,51,167,0,rome,2,croatian,1,3535
20,804,165,0,rome,2,croatian,1,3535
21,73,290,1,rome,2,croatian,1,3535
22,838,168,0,rome,2,croatian,1,3535
23,345,140,0,rome,2,croatian,1,3535
24,671,145,0,rome,2,croatian,1,3535
25,895,318,2,rome,2,croatian,1,3535
26,281,166,0,rome,2,croatian,1,3535
27,273,146,0,rome,2,croatian,1,3535
28,228,140,0,rome,2,croatian,1,3535
29,953,161,1,rome,2,croatian,1,3535
30,144,82,0,rome,2,croatian,1,3535
31,471,150,24,rome,2,croatian,1,3535
32,864,155,2,rome,2,croatian,1,3535
33,769,82,0,rome,2,croatian,1,3535
34,3,74,0,rome,2,croatian,1,3535
35,114,152,2,rome,2,croatian,1,3535
36,786,391,2,rome,2,croatian,1,3535
37,712,287,1,rome,2,croatian,1,3535
38,897,398,2,rome,2,croatian,1,3535
39,681,171,0,rome,2,croatian,1,3535
40,206,180,8,rome,2,croatian,1,3535
41,286,118,4,rome,2,croatian,1,3535
42,642,80,0,rome,2,croatian,1,3535
43,659,223,1,rome,2,croatian,1,3535
44,473,287,0,rome,2,croatian,1,3535
45,774,257,1,rome,2,croatian,1,3535
46,156,75,0,rome,2,croatian,1,3535
47,536,127,0,rome,2,croatian,1,3535
48,856,76,0,rome,2,croatian,1,3535
49,296,72,0,rome,2,croatian,1,3535
50,725,195,0,rome,2,croatian,1,3535
51,739,287,1,rome,2,croatian,1,3535
52,260,108,0,rome,2,croatian,1,3535
53,555,168,0,rome,2,croatian,1,3535
54,566,220,3,rome,2,croatian,1,3535
55,364,171,0,rome,2,croatian,1,3535
56,668,120,0,rome,2,croatian,1,3535
57,151,314,4,rome,2,croatian,1,3535
58,906,146,0,rome,2,croatian,1,3535
59,242,287,1,rome,2,croatian,1,3535
60,874,283,1,rome,2,croatian,1,3535
61,396,137,1,rome,2,croatian,1,3535
62,850,285,1,rome,2,croatian,1,3535
63,469,87,0,rome,2,croatian,1,3535
64,644,72,0,rome,2,croatian,1,3535
65,191,154,2,rome,2,croatian,1,3535
66,316,196,0,rome,2,croatian,1,3535
67,330,389,2,rome,2,croatian,1,3535
68,486,183,3,rome,2,croatian,1,3535
69,583,75,0,rome,2,croatian,1,3535
70,386,107,0,rome,2,croatian,1,3535
71,550,74,1,rome,2,croatian,1,3535
72,180,76,0,rome,2,croatian,1,3535
73,816,79,4,rome,2,croatian,1,3535
74,714,76,0,rome,2,croatian,1,3535
75,347,82,0,rome,2,croatian,1,3535
76,934,79,0,rome,2,croatian,1,3535
77,944,282,0,rome,2,croatian,1,3535
78,854,391,2,rome,2,croatian,1,3535
79,328,74,0,rome,2,croatian,1,3535
80,913,171,2,rome,2,croatian,1,3535
81,991,179,2,rome,2,croatian,1,3535
82,929,396,2,rome,2,croatian,1,3535
83,636,101,0,rome,2,croatian,1,3535
84,621,79,0,rome,2,croatian,1,3535
85,993,269,1,rome,2,croatian,1,3535
86,298,168,0,rome,2,croatian,1,3535
87,139,79,0,rome,2,croatian,1,3535
88,563,198,0,rome,2,croatian,1,3535
89,374,105,0,rome,2,croatian,1,3535
90,763,114,1,rome,2,croatian,1,3535
91,824,355,2,rome,2,croatian,1,3535
92,932,140,0,rome,2,croatian,1,3535
93,907,146,0,rome,2,croatian,1,3535
94,651,108,2,rome,2,croatian,1,3535
95,381,139,0,rome,2,croatian,1,3535
96,380,79,0,rome,2,croatian,1,3535
97,170,154,2,rome,2,croatian,1,3535
98,840,101,8,rome,2,croatian,1,3535
99,48,74,0,rome,2,croatian,1,3535
100,453,396,2,rome,2,croatian,1,3535
101,694,141,1,rome,2,croatian,1,3535
102,773,80,4,rome,2,croatian,1,3535
103,543,263,1,rome,2,croatian,1,3535
104,641,166,1,rome,2,croatian,1,3535
105,293,74,0,rome,2,croatian,1,3535
106,586,285,1,rome,2,croatian,1,3535
107,537,182,3,rome,2,croatian,1,3535
108,677,273,1,rome,2,croatian,1,3535
109,751,256,3,rome,2,croatian,1,3535
110,232,79,0,rome,2,croatian,1,3535
111,112,79,0,rome,2,croatian,1,3535
112,569,166,1,rome,2,croatian,1,3535
113,696,101,0,rome,2,croatian,1,3535
114,38,101,0,rome,2,croatian,1,3535
115,178,304,2,rome,2,croatian,1,3535
116,759,259,1,rome,2,croatian,1,3535
117,324,170,0,rome,2,croatian,1,3535
118,452,278,1,rome,2,croatian,1,3535
119,843,396,2,rome,2,croatian,1,3535
