,hotel_id,price,stock,city,date,language,mobile,avatar_id
0,3,79,0,rome,10,finnish,0,3533
1,286,139,7,rome,10,finnish,0,3533
2,364,185,4,rome,10,finnish,0,3533
3,781,80,0,rome,10,finnish,0,3533
4,178,329,18,rome,10,finnish,0,3533
5,773,94,6,rome,10,finnish,0,3533
6,759,227,10,rome,10,finnish,0,3533
7,586,232,9,rome,10,finnish,0,3533
8,993,237,7,rome,10,finnish,0,3533
9,897,431,10,rome,10,finnish,0,3533
10,874,268,10,rome,10,finnish,0,3533
11,644,78,0,rome,10,finnish,0,3533
12,739,310,7,rome,10,finnish,0,3533
13,536,138,6,rome,10,finnish,0,3533
14,381,150,0,rome,10,finnish,0,3533
15,293,79,0,rome,10,finnish,0,3533
16,471,176,36,rome,10,finnish,0,3533
17,569,180,4,rome,10,finnish,0,3533
18,213,109,0,rome,10,finnish,0,3533
19,260,117,3,rome,10,finnish,0,3533
20,702,232,13,rome,10,finnish,0,3533
21,129,130,8,rome,10,finnish,0,3533
22,473,310,19,rome,10,finnish,0,3533
23,296,78,2,rome,10,finnish,0,3533
24,112,86,0,rome,10,finnish,0,3533
25,641,146,4,rome,10,finnish,0,3533
26,399,205,12,rome,10,finnish,0,3533
27,840,119,15,rome,10,finnish,0,3533
28,864,182,10,rome,10,finnish,0,3533
29,895,280,12,rome,10,finnish,0,3533
30,46,338,12,rome,10,finnish,0,3533
31,281,180,4,rome,10,finnish,0,3533
32,563,214,0,rome,10,finnish,0,3533
33,485,94,4,rome,10,finnish,0,3533
34,453,429,10,rome,10,finnish,0,3533
35,543,232,10,rome,10,finnish,0,3533
36,330,336,13,rome,10,finnish,0,3533
37,228,151,0,rome,10,finnish,0,3533
38,345,151,0,rome,10,finnish,0,3533
39,686,127,4,rome,10,finnish,0,3533
40,824,307,12,rome,10,finnish,0,3533
41,537,214,14,rome,10,finnish,0,3533
42,701,80,7,rome,10,finnish,0,3533
43,751,301,19,rome,10,finnish,0,3533
44,139,86,0,rome,10,finnish,0,3533
45,380,86,0,rome,10,finnish,0,3533
46,907,158,0,rome,10,finnish,0,3533
47,48,79,0,rome,10,finnish,0,3533
48,341,136,8,rome,10,finnish,0,3533
49,681,185,4,rome,10,finnish,0,3533
50,73,243,8,rome,10,finnish,0,3533
51,636,109,0,rome,10,finnish,0,3533
52,114,178,10,rome,10,finnish,0,3533
53,51,181,8,rome,10,finnish,0,3533
54,671,156,0,rome,10,finnish,0,3533
55,856,82,0,rome,10,finnish,0,3533
56,725,211,0,rome,10,finnish,0,3533
57,714,82,0,rome,10,finnish,0,3533
58,232,85,0,rome,10,finnish,0,3533
59,316,212,9,rome,10,finnish,0,3533
60,677,241,12,rome,10,finnish,0,3533
61,642,87,3,rome,10,finnish,0,3533
62,170,181,10,rome,10,finnish,0,3533
63,452,301,7,rome,10,finnish,0,3533
64,206,195,19,rome,10,finnish,0,3533
65,242,249,8,rome,10,finnish,0,3533
66,668,130,4,rome,10,finnish,0,3533
67,156,81,0,rome,10,finnish,0,3533
68,390,218,5,rome,10,finnish,0,3533
69,552,108,0,rome,10,finnish,0,3533
