,hotel_id,price,stock,city,date,language,mobile,avatar_id
0,644,72,0,rome,20,estonian,1,3533
1,642,77,15,rome,20,estonian,1,3533
2,361,167,19,rome,20,estonian,1,3533
3,440,114,19,rome,20,estonian,1,3533
4,769,82,9,rome,20,estonian,1,3533
5,537,163,39,rome,20,estonian,1,3533
6,751,259,39,rome,20,estonian,1,3533
7,386,107,8,rome,20,estonian,1,3533
8,641,109,18,rome,20,estonian,1,3533
9,471,163,57,rome,20,estonian,1,3533
10,840,110,26,rome,20,estonian,1,3533
11,170,137,38,rome,20,estonian,1,3533
12,552,100,24,rome,20,estonian,1,3533
13,786,244,41,rome,20,estonian,1,3533
14,296,67,13,rome,20,estonian,1,3533
15,316,161,39,rome,20,estonian,1,3533
16,486,199,28,rome,20,estonian,1,3533
17,242,186,31,rome,20,estonian,1,3533
18,345,139,0,rome,20,estonian,1,3533
19,341,112,18,rome,20,estonian,1,3533
20,324,170,19,rome,20,estonian,1,3533
21,550,77,22,rome,20,estonian,1,3533
22,473,256,39,rome,20,estonian,1,3533
23,781,74,0,rome,20,estonian,1,3533
24,701,74,16,rome,20,estonian,1,3533
25,51,142,22,rome,20,estonian,1,3533
26,485,74,11,rome,20,estonian,1,3533
27,390,201,26,rome,20,estonian,1,3533
28,569,122,12,rome,20,estonian,1,3533
29,702,178,36,rome,20,estonian,1,3533
30,46,274,32,rome,20,estonian,1,3533
31,864,144,26,rome,20,estonian,1,3533
32,854,283,32,rome,20,estonian,1,3533
33,714,76,0,rome,20,estonian,1,3533
34,260,108,26,rome,20,estonian,1,3533
35,725,195,24,rome,20,estonian,1,3533
36,583,75,8,rome,20,estonian,1,3533
37,423,278,34,rome,20,estonian,1,3533
38,739,201,21,rome,20,estonian,1,3533
39,298,168,19,rome,20,estonian,1,3533
40,586,164,32,rome,20,estonian,1,3533
41,380,79,6,rome,20,estonian,1,3533
42,112,79,9,rome,20,estonian,1,3533
43,712,158,44,rome,20,estonian,1,3533
44,437,103,10,rome,20,estonian,1,3533
45,42,190,29,rome,20,estonian,1,3533
46,934,76,15,rome,20,estonian,1,3533
47,469,68,24,rome,20,estonian,1,3533
48,180,76,7,rome,20,estonian,1,3533
49,694,142,10,rome,20,estonian,1,3533
50,374,105,2,rome,20,estonian,1,3533
51,3,70,10,rome,20,estonian,1,3533
52,273,145,28,rome,20,estonian,1,3533
53,621,79,7,rome,20,estonian,1,3533
54,543,171,34,rome,20,estonian,1,3533
55,838,168,18,rome,20,estonian,1,3533
56,874,184,31,rome,20,estonian,1,3533
57,993,176,28,rome,20,estonian,1,3533
58,328,74,10,rome,20,estonian,1,3533
59,330,262,39,rome,20,estonian,1,3533
60,906,145,0,rome,20,estonian,1,3533
61,513,77,12,rome,20,estonian,1,3533
62,913,165,25,rome,20,estonian,1,3533
63,156,74,7,rome,20,estonian,1,3533
64,139,79,0,rome,20,estonian,1,3533
65,787,126,15,rome,20,estonian,1,3533
66,496,74,28,rome,20,estonian,1,3533
67,38,101,13,rome,20,estonian,1,3533
68,48,69,26,rome,20,estonian,1,3533
69,453,266,38,rome,20,estonian,1,3533
70,850,171,43,rome,20,estonian,1,3533
71,489,327,35,rome,20,estonian,1,3533
72,824,233,46,rome,20,estonian,1,3533
73,213,101,0,rome,20,estonian,1,3533
74,895,259,39,rome,20,estonian,1,3533
75,907,145,18,rome,20,estonian,1,3533
76,399,189,27,rome,20,estonian,1,3533
77,668,120,16,rome,20,estonian,1,3533
78,566,152,69,rome,20,estonian,1,3533
79,991,173,34,rome,20,estonian,1,3533
80,651,105,16,rome,20,estonian,1,3533
81,206,180,38,rome,20,estonian,1,3533
82,763,106,21,rome,20,estonian,1,3533
83,347,82,11,rome,20,estonian,1,3533
84,686,88,13,rome,20,estonian,1,3533
85,452,173,29,rome,20,estonian,1,3533
86,636,101,10,rome,20,estonian,1,3533
87,728,278,14,rome,20,estonian,1,3533
88,681,171,19,rome,20,estonian,1,3533
89,129,107,19,rome,20,estonian,1,3533
90,804,165,18,rome,20,estonian,1,3533
91,151,243,61,rome,20,estonian,1,3533
92,396,106,21,rome,20,estonian,1,3533
93,364,171,18,rome,20,estonian,1,3533
94,671,144,15,rome,20,estonian,1,3533
95,381,138,17,rome,20,estonian,1,3533
96,696,101,10,rome,20,estonian,1,3533
97,232,79,9,rome,20,estonian,1,3533
98,555,168,17,rome,20,estonian,1,3533
99,944,281,35,rome,20,estonian,1,3533
100,321,290,37,rome,20,estonian,1,3533
101,228,139,0,rome,20,estonian,1,3533
102,953,106,15,rome,20,estonian,1,3533
103,759,168,32,rome,20,estonian,1,3533
104,293,73,18,rome,20,estonian,1,3533
105,929,296,27,rome,20,estonian,1,3533
106,563,198,21,rome,20,estonian,1,3533
107,774,173,27,rome,20,estonian,1,3533
108,536,109,22,rome,20,estonian,1,3533
109,897,289,37,rome,20,estonian,1,3533
110,947,139,26,rome,20,estonian,1,3533
111,650,78,10,rome,20,estonian,1,3533
112,856,76,0,rome,20,estonian,1,3533
113,932,139,16,rome,20,estonian,1,3533
114,178,233,61,rome,20,estonian,1,3533
115,816,86,8,rome,20,estonian,1,3533
116,796,139,26,rome,20,estonian,1,3533
117,659,180,35,rome,20,estonian,1,3533
118,344,73,17,rome,20,estonian,1,3533
119,773,87,8,rome,20,estonian,1,3533
120,144,77,16,rome,20,estonian,1,3533
