,hotel_id,price,stock,city,date,language,mobile,avatar_id
0,443,155,1,copenhagen,2,dutch,0,3535
1,433,153,2,copenhagen,2,dutch,0,3535
2,518,208,1,copenhagen,2,dutch,0,3535
3,541,166,1,copenhagen,2,dutch,0,3535
4,23,212,2,copenhagen,2,dutch,0,3535
5,978,359,4,copenhagen,2,dutch,0,3535
6,688,93,0,copenhagen,2,dutch,0,3535
7,289,150,0,copenhagen,2,dutch,0,3535
8,716,153,0,copenhagen,2,dutch,0,3535
9,431,132,0,copenhagen,2,dutch,0,3535
10,829,216,2,copenhagen,2,dutch,0,3535
11,91,138,0,copenhagen,2,dutch,0,3535
12,100,93,0,copenhagen,2,dutch,0,3535
13,872,104,0,copenhagen,2,dutch,0,3535
14,994,207,2,copenhagen,2,dutch,0,3535
15,110,216,2,copenhagen,2,dutch,0,3535
16,922,366,1,copenhagen,2,dutch,0,3535
17,830,96,0,copenhagen,2,dutch,0,3535
18,463,104,0,copenhagen,2,dutch,0,3535
19,267,185,0,copenhagen,2,dutch,0,3535
20,60,101,0,copenhagen,2,dutch,0,3535
21,32,187,0,copenhagen,2,dutch,0,3535
22,669,345,1,copenhagen,2,dutch,0,3535
23,391,205,2,copenhagen,2,dutch,0,3535
24,831,116,5,copenhagen,2,dutch,0,3535
25,402,138,0,copenhagen,2,dutch,0,3535
26,771,513,2,copenhagen,2,dutch,0,3535
27,349,340,1,copenhagen,2,dutch,0,3535
28,405,104,0,copenhagen,2,dutch,0,3535
29,973,183,0,copenhagen,2,dutch,0,3535
30,826,210,8,copenhagen,2,dutch,0,3535
31,989,116,0,copenhagen,2,dutch,0,3535
32,876,151,0,copenhagen,2,dutch,0,3535
33,329,256,0,copenhagen,2,dutch,0,3535
34,690,258,4,copenhagen,2,dutch,0,3535
35,720,501,2,copenhagen,2,dutch,0,3535
36,367,103,0,copenhagen,2,dutch,0,3535
37,506,159,0,copenhagen,2,dutch,0,3535
38,36,207,0,copenhagen,2,dutch,0,3535
39,707,359,5,copenhagen,2,dutch,0,3535
40,332,357,1,copenhagen,2,dutch,0,3535
41,508,363,1,copenhagen,2,dutch,0,3535
42,92,90,3,copenhagen,2,dutch,0,3535
43,938,130,0,copenhagen,2,dutch,0,3535
44,422,516,2,copenhagen,2,dutch,0,3535
45,280,125,12,copenhagen,2,dutch,0,3535
46,556,187,0,copenhagen,2,dutch,0,3535
47,425,330,1,copenhagen,2,dutch,0,3535
48,726,348,3,copenhagen,2,dutch,0,3535
49,900,252,0,copenhagen,2,dutch,0,3535
50,547,216,2,copenhagen,2,dutch,0,3535
51,727,130,0,copenhagen,2,dutch,0,3535
52,309,101,0,copenhagen,2,dutch,0,3535
53,251,176,0,copenhagen,2,dutch,0,3535
54,291,274,1,copenhagen,2,dutch,0,3535
55,869,503,1,copenhagen,2,dutch,0,3535
56,908,516,2,copenhagen,2,dutch,0,3535
57,898,99,0,copenhagen,2,dutch,0,3535
58,487,178,8,copenhagen,2,dutch,0,3535
59,96,208,1,copenhagen,2,dutch,0,3535
60,952,101,0,copenhagen,2,dutch,0,3535
61,562,350,1,copenhagen,2,dutch,0,3535
62,616,212,0,copenhagen,2,dutch,0,3535
63,401,210,0,copenhagen,2,dutch,0,3535
64,113,96,0,copenhagen,2,dutch,0,3535
65,407,340,1,copenhagen,2,dutch,0,3535
66,90,214,2,copenhagen,2,dutch,0,3535
67,99,216,0,copenhagen,2,dutch,0,3535
68,990,180,0,copenhagen,2,dutch,0,3535
69,711,150,2,copenhagen,2,dutch,0,3535
70,761,155,0,copenhagen,2,dutch,0,3535
71,744,182,0,copenhagen,2,dutch,0,3535
72,300,155,1,copenhagen,2,dutch,0,3535
73,961,245,7,copenhagen,2,dutch,0,3535
74,855,333,1,copenhagen,2,dutch,0,3535
75,981,118,0,copenhagen,2,dutch,0,3535
76,546,116,1,copenhagen,2,dutch,0,3535
77,539,376,3,copenhagen,2,dutch,0,3535
78,951,93,0,copenhagen,2,dutch,0,3535
79,770,360,1,copenhagen,2,dutch,0,3535
80,844,503,2,copenhagen,2,dutch,0,3535
81,78,495,2,copenhagen,2,dutch,0,3535
82,805,216,2,copenhagen,2,dutch,0,3535
83,691,96,0,copenhagen,2,dutch,0,3535
84,318,151,0,copenhagen,2,dutch,0,3535
85,194,127,0,copenhagen,2,dutch,0,3535
86,153,357,1,copenhagen,2,dutch,0,3535
87,43,85,16,copenhagen,2,dutch,0,3535
88,958,256,0,copenhagen,2,dutch,0,3535
89,559,320,1,copenhagen,2,dutch,0,3535
90,834,97,0,copenhagen,2,dutch,0,3535
