hotel_id,group,brand,city,parking,pool,children_policy,price,stock,date,language,mobile,avatar_name,order_requests
196,Independant,Independant,amsterdam,1,0,0,113,0,10,latvian,0,jojo,1
410,Accar Hotels,Navatel,amsterdam,0,0,0,132,8,10,latvian,0,jojo,1
366,Independant,Independant,amsterdam,1,0,0,81,0,10,latvian,0,jojo,1
628,Boss Western,J.Halliday Inn,amsterdam,0,0,0,156,3,10,latvian,0,jojo,1
510,Morriott International,Corlton,amsterdam,0,0,0,366,18,10,latvian,0,jojo,1
676,Independant,Independant,amsterdam,0,0,0,90,4,10,latvian,0,jojo,1
917,Morriott International,Corlton,amsterdam,1,1,0,342,14,10,latvian,0,jojo,1
788,Independant,Independant,amsterdam,1,0,0,112,0,10,latvian,0,jojo,1
77,Accar Hotels,Safitel,amsterdam,0,1,0,420,10,10,latvian,0,jojo,1
9,Independant,Independant,amsterdam,0,0,0,87,0,10,latvian,0,jojo,1
891,Independant,Independant,amsterdam,1,0,0,127,5,10,latvian,0,jojo,1
680,Independant,Independant,amsterdam,1,0,0,156,0,10,latvian,0,jojo,1
960,Chillton Worldwide,Chill Garden Inn,amsterdam,0,0,0,344,10,10,latvian,0,jojo,1
10,Chillton Worldwide,Tripletree,amsterdam,0,0,0,157,0,10,latvian,0,jojo,1
326,Chillton Worldwide,Chill Garden Inn,amsterdam,0,1,0,296,17,10,latvian,0,jojo,1
441,Yin Yang,Royal Lotus,amsterdam,0,0,0,220,14,10,latvian,0,jojo,1
269,Yin Yang,Ardisson,amsterdam,0,1,0,157,0,10,latvian,0,jojo,1
460,Accar Hotels,Ibas,amsterdam,0,0,0,86,0,10,latvian,0,jojo,1
234,Boss Western,J.Halliday Inn,amsterdam,0,0,0,180,5,10,latvian,0,jojo,1
971,Chillton Worldwide,Tripletree,amsterdam,1,0,0,184,10,10,latvian,0,jojo,1
630,Boss Western,J.Halliday Inn,amsterdam,0,0,0,159,0,10,latvian,0,jojo,1
212,Yin Yang,Royal Lotus,amsterdam,0,1,0,306,7,10,latvian,0,jojo,1
921,Independant,Independant,amsterdam,0,0,0,95,10,10,latvian,0,jojo,1
475,Independant,Independant,amsterdam,1,0,0,109,0,10,latvian,0,jojo,1
867,Independant,Independant,amsterdam,1,0,0,153,0,10,latvian,0,jojo,1
892,Chillton Worldwide,Quadrupletree,amsterdam,0,1,0,287,7,10,latvian,0,jojo,1
878,Independant,Independant,amsterdam,1,0,0,112,8,10,latvian,0,jojo,1
588,Independant,Independant,amsterdam,0,0,0,180,0,10,latvian,0,jojo,1
587,Boss Western,J.Halliday Inn,amsterdam,0,0,0,157,0,10,latvian,0,jojo,1
685,Morriott International,Corlton,amsterdam,0,0,1,422,9,10,latvian,0,jojo,1
387,Accar Hotels,Safitel,amsterdam,1,0,0,431,10,10,latvian,0,jojo,1
724,Morriott International,Corlton,amsterdam,1,0,0,307,17,10,latvian,0,jojo,1
570,Independant,Independant,amsterdam,1,0,0,111,0,10,latvian,0,jojo,1
429,Chillton Worldwide,Chill Garden Inn,amsterdam,0,0,0,258,27,10,latvian,0,jojo,1
557,Accar Hotels,Navatel,amsterdam,0,0,0,116,0,10,latvian,0,jojo,1
158,Yin Yang,Ardisson,amsterdam,0,0,0,184,10,10,latvian,0,jojo,1
352,Independant,Independant,amsterdam,1,0,0,103,27,10,latvian,0,jojo,1
760,Yin Yang,Royal Lotus,amsterdam,0,0,0,229,8,10,latvian,0,jojo,1
117,Yin Yang,8 Premium,amsterdam,1,0,0,94,4,10,latvian,0,jojo,1
916,Boss Western,Boss Western,amsterdam,1,0,0,139,8,10,latvian,0,jojo,1
548,Morriott International,Corlton,amsterdam,0,1,0,237,31,10,latvian,0,jojo,1
778,Independant,Independant,amsterdam,1,0,0,112,0,10,latvian,0,jojo,1
591,Accar Hotels,Safitel,amsterdam,0,0,0,326,16,10,latvian,0,jojo,1
807,Chillton Worldwide,Chill Garden Inn,amsterdam,0,1,0,420,10,10,latvian,0,jojo,1
157,Morriott International,Corlton,amsterdam,0,0,0,307,18,10,latvian,0,jojo,1
455,Yin Yang,Ardisson,amsterdam,0,0,0,181,13,10,latvian,0,jojo,1
103,Yin Yang,Royal Lotus,amsterdam,1,1,0,187,27,10,latvian,0,jojo,1
86,Independant,Independant,amsterdam,1,0,0,115,0,10,latvian,0,jojo,1
85,Boss Western,Boss Western,amsterdam,1,0,0,130,4,10,latvian,0,jojo,1
945,Chillton Worldwide,Tripletree,amsterdam,0,0,0,186,7,10,latvian,0,jojo,1
311,Independant,Independant,amsterdam,1,0,0,106,18,10,latvian,0,jojo,1
627,Independant,Independant,amsterdam,0,0,0,109,0,10,latvian,0,jojo,1
111,Boss Western,Boss Western,amsterdam,1,0,0,151,6,10,latvian,0,jojo,1
515,Accar Hotels,Safitel,amsterdam,1,1,0,344,10,10,latvian,0,jojo,1
465,Morriott International,Corlton,amsterdam,1,1,0,338,14,10,latvian,0,jojo,1
16,Chillton Worldwide,Tripletree,amsterdam,1,0,0,184,0,10,latvian,0,jojo,1
