hotel_id,group,brand,city,parking,pool,children_policy,price,stock,date,language,mobile,avatar_name,order_requests
745,Independant,Independant,amsterdam,0,0,0,109,0,1,estonian,0,pumba,3
271,Independant,Independant,amsterdam,1,0,0,81,0,1,estonian,0,pumba,3
83,Yin Yang,Ardisson,amsterdam,0,0,0,174,0,1,estonian,0,pumba,3
902,Yin Yang,Royal Lotus,amsterdam,1,1,0,209,1,1,estonian,0,pumba,3
16,Chillton Worldwide,Tripletree,amsterdam,1,0,0,176,0,1,estonian,0,pumba,3
105,Yin Yang,Ardisson,amsterdam,0,0,0,173,0,1,estonian,0,pumba,3
657,Chillton Worldwide,Quadrupletree,amsterdam,1,0,0,255,1,1,estonian,0,pumba,3
627,Independant,Independant,amsterdam,0,0,0,105,0,1,estonian,0,pumba,3
821,Independant,Independant,amsterdam,0,0,0,109,0,1,estonian,0,pumba,3
585,Yin Yang,8 Premium,amsterdam,0,0,0,77,1,1,estonian,0,pumba,3
960,Chillton Worldwide,Chill Garden Inn,amsterdam,0,0,0,404,1,1,estonian,0,pumba,3
158,Yin Yang,Ardisson,amsterdam,0,0,0,176,1,1,estonian,0,pumba,3
505,Independant,Independant,amsterdam,0,0,1,108,0,1,estonian,0,pumba,3
867,Independant,Independant,amsterdam,1,0,0,147,0,1,estonian,0,pumba,3
760,Yin Yang,Royal Lotus,amsterdam,0,0,0,271,1,1,estonian,0,pumba,3
196,Independant,Independant,amsterdam,1,0,0,109,0,1,estonian,0,pumba,3
9,Independant,Independant,amsterdam,0,0,0,84,0,1,estonian,0,pumba,3
507,Boss Western,Boss Western,amsterdam,0,0,0,125,1,1,estonian,0,pumba,3
807,Chillton Worldwide,Chill Garden Inn,amsterdam,0,1,0,403,1,1,estonian,0,pumba,3
806,Chillton Worldwide,Chill Garden Inn,amsterdam,0,0,1,266,4,1,estonian,0,pumba,3
588,Independant,Independant,amsterdam,0,0,0,173,0,1,estonian,0,pumba,3
86,Independant,Independant,amsterdam,1,0,0,111,0,1,estonian,0,pumba,3
460,Accar Hotels,Ibas,amsterdam,0,0,0,82,0,1,estonian,0,pumba,3
567,Independant,Independant,amsterdam,1,0,0,91,0,1,estonian,0,pumba,3
45,Yin Yang,Ardisson,amsterdam,0,0,0,174,0,1,estonian,0,pumba,3
146,Chillton Worldwide,Quadrupletree,amsterdam,0,0,0,211,0,1,estonian,0,pumba,3
