hotel_id,group,brand,city,parking,pool,children_policy,price,stock,date,language,mobile,avatar_name,order_requests
679,Chillton Worldwide,Tripletree,amsterdam,1,0,0,150,0,1,dutch,0,timon,1
505,Independant,Independant,amsterdam,0,0,1,108,0,1,dutch,0,timon,1
779,Morriott International,Morriot,amsterdam,1,0,2,296,1,1,dutch,0,timon,1
111,Boss Western,Boss Western,amsterdam,1,0,0,145,2,1,dutch,0,timon,1
193,Independant,Independant,amsterdam,0,0,0,147,0,1,dutch,0,timon,1
660,Chillton Worldwide,Tripletree,amsterdam,0,0,0,171,0,1,dutch,0,timon,1
105,Yin Yang,Ardisson,amsterdam,0,0,0,173,0,1,dutch,0,timon,1
515,Accar Hotels,Safitel,amsterdam,1,1,0,405,1,1,dutch,0,timon,1
283,Independant,Independant,amsterdam,1,0,0,114,1,1,dutch,0,timon,1
627,Independant,Independant,amsterdam,0,0,0,105,0,1,dutch,0,timon,1
218,Yin Yang,Royal Lotus,amsterdam,0,0,1,292,1,1,dutch,0,timon,1
510,Morriott International,Corlton,amsterdam,0,0,0,426,1,1,dutch,0,timon,1
460,Accar Hotels,Ibas,amsterdam,0,0,0,83,0,1,dutch,0,timon,1
475,Independant,Independant,amsterdam,1,0,0,105,0,1,dutch,0,timon,1
581,Independant,Independant,amsterdam,1,0,0,148,0,1,dutch,0,timon,1
10,Chillton Worldwide,Tripletree,amsterdam,0,0,0,151,0,1,dutch,0,timon,1
101,Accar Hotels,Safitel,amsterdam,1,0,0,396,1,1,dutch,0,timon,1
140,Boss Western,Boss Western,amsterdam,0,0,0,184,0,1,dutch,0,timon,1
604,Accar Hotels,Navatel,amsterdam,1,0,0,129,0,1,dutch,0,timon,1
103,Yin Yang,Royal Lotus,amsterdam,1,1,0,180,7,1,dutch,0,timon,1
892,Chillton Worldwide,Quadrupletree,amsterdam,0,1,0,276,1,1,dutch,0,timon,1
706,Boss Western,Boss Western,amsterdam,0,0,1,125,0,1,dutch,0,timon,1
369,Independant,Independant,amsterdam,1,0,0,75,0,1,dutch,0,timon,1
450,Morriott International,Morriot,amsterdam,0,0,0,170,16,1,dutch,0,timon,1
387,Accar Hotels,Safitel,amsterdam,1,0,0,414,1,1,dutch,0,timon,1
783,Yin Yang,8 Premium,amsterdam,1,0,0,99,0,1,dutch,0,timon,1
366,Independant,Independant,amsterdam,1,0,0,78,0,1,dutch,0,timon,1
163,Yin Yang,Royal Lotus,amsterdam,0,1,0,289,1,1,dutch,0,timon,1
352,Independant,Independant,amsterdam,1,0,0,99,15,1,dutch,0,timon,1
157,Morriott International,Corlton,amsterdam,0,0,0,368,1,1,dutch,0,timon,1
750,Independant,Independant,amsterdam,1,1,0,112,7,1,dutch,0,timon,1
752,Accar Hotels,Safitel,amsterdam,0,0,0,400,1,1,dutch,0,timon,1
417,Morriott International,CourtYord,amsterdam,0,0,0,176,0,1,dutch,0,timon,1
373,Boss Western,Boss Western,amsterdam,1,0,0,178,0,1,dutch,0,timon,1
878,Independant,Independant,amsterdam,1,0,0,108,0,1,dutch,0,timon,1
567,Independant,Independant,amsterdam,1,0,0,91,0,1,dutch,0,timon,1
570,Independant,Independant,amsterdam,1,0,0,107,0,1,dutch,0,timon,1
743,Morriott International,CourtYord,amsterdam,1,1,0,171,0,1,dutch,0,timon,1
34,Independant,Independant,amsterdam,0,0,0,78,0,1,dutch,0,timon,1
375,Independant,Independant,amsterdam,1,0,0,105,0,1,dutch,0,timon,1
745,Independant,Independant,amsterdam,0,0,0,109,0,1,dutch,0,timon,1
807,Chillton Worldwide,Chill Garden Inn,amsterdam,0,1,0,404,1,1,dutch,0,timon,1
9,Independant,Independant,amsterdam,0,0,0,84,0,1,dutch,0,timon,1
16,Chillton Worldwide,Tripletree,amsterdam,1,0,0,176,0,1,dutch,0,timon,1
658,Morriott International,CourtYord,amsterdam,1,0,0,176,0,1,dutch,0,timon,1
925,Boss Western,Boss Western,amsterdam,1,0,0,123,0,1,dutch,0,timon,1
835,Independant,Independant,amsterdam,0,0,0,102,25,1,dutch,0,timon,1
311,Independant,Independant,amsterdam,1,0,0,102,13,1,dutch,0,timon,1
45,Yin Yang,Ardisson,amsterdam,0,0,0,174,0,1,dutch,0,timon,1
234,Boss Western,J.Halliday Inn,amsterdam,0,0,0,173,0,1,dutch,0,timon,1
967,Independant,Independant,amsterdam,1,0,0,78,0,1,dutch,0,timon,1
657,Chillton Worldwide,Quadrupletree,amsterdam,1,0,0,255,1,1,dutch,0,timon,1
52,Chillton Worldwide,Tripletree,amsterdam,0,0,0,173,0,1,dutch,0,timon,1
172,Accar Hotels,Navatel,amsterdam,1,0,0,131,0,1,dutch,0,timon,1
12,Independant,Independant,amsterdam,0,0,0,78,0,1,dutch,0,timon,1
971,Chillton Worldwide,Tripletree,amsterdam,1,0,0,176,0,1,dutch,0,timon,1
969,Accar Hotels,Ibas,amsterdam,1,0,0,84,0,1,dutch,0,timon,1
