hotel_id,group,brand,city,parking,pool,children_policy,price,stock,date,language,mobile,avatar_name,order_requests
583,Accar Hotels,Ibas,rome,0,0,0,76,0,10,polish,0,marie,3
681,Boss Western,J.Halliday Inn,rome,1,0,0,175,4,10,polish,0,marie,3
281,Boss Western,Boss Western,rome,1,0,0,169,4,10,polish,0,marie,3
129,Boss Western,Boss Western,rome,0,0,0,122,8,10,polish,0,marie,3
650,Yin Yang,8 Premium,rome,1,0,0,80,0,10,polish,0,marie,3
874,Chillton Worldwide,Quadrupletree,rome,1,0,0,252,10,10,polish,0,marie,3
170,Boss Western,J.Halliday Inn,rome,0,0,0,170,10,10,polish,0,marie,3
341,Boss Western,Boss Western,rome,0,0,0,128,8,10,polish,0,marie,3
513,Yin Yang,8 Premium,rome,0,0,0,82,3,10,polish,0,marie,3
563,Morriott International,Morriot,rome,1,1,2,202,0,10,polish,0,marie,3
206,Yin Yang,Royal Lotus,rome,0,0,0,184,19,10,polish,0,marie,3
786,Morriott International,Corlton,rome,1,0,0,399,10,10,polish,0,marie,3
550,Independant,Independant,rome,1,0,0,82,8,10,polish,0,marie,3
453,Chillton Worldwide,Chill Garden Inn,rome,0,0,2,404,10,10,polish,0,marie,3
728,Accar Hotels,Safitel,rome,0,1,0,284,0,10,polish,0,marie,3
843,Accar Hotels,Safitel,rome,0,0,0,404,10,10,polish,0,marie,3
496,Independant,Independant,rome,0,0,0,86,14,10,polish,0,marie,3
471,Yin Yang,Royal Lotus,rome,1,0,0,166,36,10,polish,0,marie,3
440,Boss Western,Boss Western,rome,1,0,0,150,6,10,polish,0,marie,3
328,Accar Hotels,Ibas,rome,0,0,0,75,0,10,polish,0,marie,3
953,Boss Western,Boss Western,rome,0,0,0,134,4,10,polish,0,marie,3
423,Morriott International,Corlton,rome,0,0,0,315,10,10,polish,0,marie,3
364,Yin Yang,Ardisson,rome,1,0,0,175,4,10,polish,0,marie,3
437,Independant,Independant,rome,1,0,0,105,0,10,polish,0,marie,3
712,Yin Yang,Royal Lotus,rome,1,1,1,205,13,10,polish,0,marie,3
374,Independant,Independant,rome,1,0,0,107,0,10,polish,0,marie,3
486,Accar Hotels,Marcure,rome,0,0,0,203,14,10,polish,0,marie,3
636,Independant,Independant,rome,0,0,0,103,0,10,polish,0,marie,3
796,Boss Western,J.Halliday Inn,rome,1,0,0,167,10,10,polish,0,marie,3
330,Morriott International,Corlton,rome,0,0,0,317,13,10,polish,0,marie,3
566,Accar Hotels,Marcure,rome,0,0,0,192,18,10,polish,0,marie,3
536,Boss Western,Boss Western,rome,0,0,0,130,6,10,polish,0,marie,3
621,Independant,Independant,rome,1,0,0,80,0,10,polish,0,marie,3
469,Independant,Independant,rome,0,0,0,89,7,10,polish,0,marie,3
759,Yin Yang,Royal Lotus,rome,0,1,0,214,10,10,polish,0,marie,3
273,Morriott International,CourtYord,rome,0,0,0,149,6,10,polish,0,marie,3
897,Chillton Worldwide,Chill Garden Inn,rome,1,0,2,406,10,10,polish,0,marie,3
701,Yin Yang,8 Premium,rome,0,0,0,75,7,10,polish,0,marie,3
702,Chillton Worldwide,Quadrupletree,rome,0,1,0,218,13,10,polish,0,marie,3
850,Accar Hotels,Marcure,rome,0,1,0,203,10,10,polish,0,marie,3
296,Independant,Independant,rome,1,0,0,74,2,10,polish,0,marie,3
944,Accar Hotels,Safitel,rome,1,1,0,287,0,10,polish,0,marie,3
642,Yin Yang,8 Premium,rome,1,0,0,82,3,10,polish,0,marie,3
840,Boss Western,Boss Western,rome,0,0,0,113,15,10,polish,0,marie,3
242,Yin Yang,Royal Lotus,rome,1,0,0,235,8,10,polish,0,marie,3
48,Independant,Independant,rome,0,0,0,75,0,10,polish,0,marie,3
396,Boss Western,Boss Western,rome,0,0,0,140,8,10,polish,0,marie,3
321,Accar Hotels,Safitel,rome,0,0,0,409,10,10,polish,0,marie,3
344,Accar Hotels,Ibas,rome,1,0,0,74,8,10,polish,0,marie,3
485,Independant,Independant,rome,0,0,0,89,4,10,polish,0,marie,3
232,Independant,Independant,rome,1,0,0,80,0,10,polish,0,marie,3
213,Independant,Independant,rome,0,1,0,103,0,10,polish,0,marie,3
555,Yin Yang,Ardisson,rome,0,0,0,171,0,10,polish,0,marie,3
386,Independant,Independant,rome,0,0,0,109,0,10,polish,0,marie,3
838,Chillton Worldwide,Tripletree,rome,1,0,0,171,0,10,polish,0,marie,3
787,Boss Western,Boss Western,rome,0,0,0,178,4,10,polish,0,marie,3
42,Morriott International,Morriot,rome,0,1,0,216,9,10,polish,0,marie,3
380,Accar Hotels,Ibas,rome,0,0,0,81,0,10,polish,0,marie,3
537,Accar Hotels,Marcure,rome,0,0,0,202,14,10,polish,0,marie,3
347,Accar Hotels,Ibas,rome,1,0,0,84,0,10,polish,0,marie,3
3,Independant,Independant,rome,1,0,0,75,0,10,polish,0,marie,3
932,Independant,Independant,rome,0,0,0,142,0,10,polish,0,marie,3
854,Accar Hotels,Safitel,rome,0,1,0,319,12,10,polish,0,marie,3
659,Yin Yang,Royal Lotus,rome,1,0,0,227,13,10,polish,0,marie,3
824,Morriott International,Corlton,rome,0,0,0,289,12,10,polish,0,marie,3
913,Yin Yang,Ardisson,rome,0,1,0,168,10,10,polish,0,marie,3
694,Independant,Independant,rome,0,0,0,156,4,10,polish,0,marie,3
934,Accar Hotels,Ibas,rome,1,0,0,81,2,10,polish,0,marie,3
895,Accar Hotels,Safitel,rome,1,1,0,264,12,10,polish,0,marie,3
804,Chillton Worldwide,Tripletree,rome,1,0,0,168,5,10,polish,0,marie,3
671,Boss Western,J.Halliday Inn,rome,1,0,0,147,0,10,polish,0,marie,3
769,Accar Hotels,Ibas,rome,1,0,0,84,0,10,polish,0,marie,3
390,Chillton Worldwide,Quadrupletree,rome,1,0,0,205,5,10,polish,0,marie,3
991,Accar Hotels,Marcure,rome,0,0,0,177,14,10,polish,0,marie,3
773,Independant,Independant,rome,0,0,0,89,6,10,polish,0,marie,3
947,Morriott International,CourtYord,rome,0,0,0,174,10,10,polish,0,marie,3
668,Accar Hotels,Navatel,rome,0,0,0,122,4,10,polish,0,marie,3
73,Yin Yang,Royal Lotus,rome,0,0,1,229,8,10,polish,0,marie,3
191,Yin Yang,Ardisson,rome,1,0,0,170,10,10,polish,0,marie,3
180,Accar Hotels,Ibas,rome,1,0,0,78,0,10,polish,0,marie,3
714,Accar Hotels,Ibas,rome,0,0,0,78,0,10,polish,0,marie,3
907,Chillton Worldwide,Tripletree,rome,0,0,0,149,0,10,polish,0,marie,3
739,Accar Hotels,Marcure,rome,1,0,0,293,7,10,polish,0,marie,3
38,Independant,Independant,rome,1,0,0,103,0,10,polish,0,marie,3
156,Independant,Independant,rome,0,0,1,76,0,10,polish,0,marie,3
641,Boss Western,Boss Western,rome,1,0,0,138,4,10,polish,0,marie,3
993,Yin Yang,Royal Lotus,rome,1,0,0,224,7,10,polish,0,marie,3
260,Independant,Independant,rome,0,1,0,110,3,10,polish,0,marie,3
686,Independant,Independant,rome,0,0,0,120,4,10,polish,0,marie,3
586,Yin Yang,Royal Lotus,rome,1,1,0,218,9,10,polish,0,marie,3
