hotel_id,group,brand,city,parking,pool,children_policy,price,stock,date,language,mobile,avatar_name,order_requests
367,Yin Yang,8 Premium,copenhagen,0,0,0,102,24,30,austrian,0,b,11
407,Accar Hotels,Marcure,copenhagen,0,1,0,232,69,30,austrian,0,b,11
23,Yin Yang,Ardisson,copenhagen,1,0,0,182,56,30,austrian,0,b,11
596,Chillton Worldwide,Tripletree,copenhagen,0,0,0,189,40,30,austrian,0,b,11
908,Morriott International,Corlton,copenhagen,1,1,0,349,92,30,austrian,0,b,11
153,Yin Yang,Royal Lotus,copenhagen,1,1,2,232,66,30,austrian,0,b,11
973,Boss Western,J.Halliday Inn,copenhagen,0,0,0,190,54,30,austrian,0,b,11
124,Accar Hotels,Safitel,copenhagen,0,0,0,296,120,30,austrian,0,b,11
96,Boss Western,Boss Western,copenhagen,0,0,0,138,37,30,austrian,0,b,11
249,Independant,Independant,copenhagen,0,0,0,93,68,30,austrian,0,b,11
319,Chillton Worldwide,Chill Garden Inn,copenhagen,1,0,0,319,116,30,austrian,0,b,11
872,Yin Yang,8 Premium,copenhagen,0,0,0,104,27,30,austrian,0,b,11
876,Boss Western,Boss Western,copenhagen,0,0,0,140,36,30,austrian,0,b,11
350,Chillton Worldwide,Chill Garden Inn,copenhagen,1,1,0,330,125,30,austrian,0,b,11
546,Independant,Independant,copenhagen,1,0,0,94,47,30,austrian,0,b,11
958,Accar Hotels,Marcure,copenhagen,1,0,0,238,72,30,austrian,0,b,11
78,Chillton Worldwide,Chill Garden Inn,copenhagen,0,0,0,296,93,30,austrian,0,b,11
349,Yin Yang,Royal Lotus,copenhagen,0,1,0,242,68,30,austrian,0,b,11
869,Morriott International,Corlton,copenhagen,1,1,0,314,98,30,austrian,0,b,11
720,Chillton Worldwide,Chill Garden Inn,copenhagen,0,0,2,300,118,30,austrian,0,b,11
431,Accar Hotels,Navatel,copenhagen,1,0,0,137,38,30,austrian,0,b,11
541,Boss Western,Boss Western,copenhagen,1,0,0,138,43,30,austrian,0,b,11
844,Morriott International,Corlton,copenhagen,0,0,0,301,108,30,austrian,0,b,11
358,Accar Hotels,Marcure,copenhagen,0,0,0,212,73,30,austrian,0,b,11
938,Independant,Independant,copenhagen,0,0,0,133,26,30,austrian,0,b,11
772,Accar Hotels,Safitel,copenhagen,1,0,0,325,85,30,austrian,0,b,11
562,Chillton Worldwide,Quadrupletree,copenhagen,0,0,0,231,74,30,austrian,0,b,11
401,Boss Western,J.Halliday Inn,copenhagen,0,0,0,195,48,30,austrian,0,b,11
865,Chillton Worldwide,Chill Garden Inn,copenhagen,1,1,0,309,107,30,austrian,0,b,11
425,Morriott International,Morriot,copenhagen,0,0,0,204,92,30,austrian,0,b,11
761,Boss Western,Boss Western,copenhagen,0,0,0,133,47,30,austrian,0,b,11
983,Yin Yang,8 Premium,copenhagen,0,0,0,95,27,30,austrian,0,b,11
951,Independant,Independant,copenhagen,1,0,0,93,47,30,austrian,0,b,11
532,Yin Yang,Royal Lotus,copenhagen,1,1,0,228,76,30,austrian,0,b,11
300,Boss Western,Boss Western,copenhagen,1,0,0,133,38,30,austrian,0,b,11
831,Independant,Independant,copenhagen,1,0,0,98,19,30,austrian,0,b,11
506,Independant,Independant,copenhagen,1,0,0,135,23,30,austrian,0,b,11
422,Morriott International,Corlton,copenhagen,0,1,0,322,102,30,austrian,0,b,11
994,Yin Yang,Ardisson,copenhagen,0,0,0,175,62,30,austrian,0,b,11
434,Accar Hotels,Ibas,copenhagen,0,0,0,114,18,30,austrian,0,b,11
142,Morriott International,Corlton,copenhagen,1,1,0,339,115,30,austrian,0,b,11
50,Boss Western,Boss Western,copenhagen,0,0,0,143,39,30,austrian,0,b,11
898,Yin Yang,8 Premium,copenhagen,1,0,0,92,24,30,austrian,0,b,11
202,Morriott International,CourtYord,copenhagen,1,0,0,174,52,30,austrian,0,b,11
487,Morriott International,CourtYord,copenhagen,0,0,0,185,62,30,austrian,0,b,11
90,Yin Yang,Ardisson,copenhagen,1,0,0,183,56,30,austrian,0,b,11
793,Independant,Independant,copenhagen,0,0,0,179,23,30,austrian,0,b,11
716,Boss Western,Boss Western,copenhagen,0,0,0,143,40,30,austrian,0,b,11
36,Independant,Independant,copenhagen,0,0,0,215,44,30,austrian,0,b,11
402,Independant,Independant,copenhagen,1,0,0,143,38,30,austrian,0,b,11
766,Accar Hotels,Safitel,copenhagen,0,1,0,325,102,30,austrian,0,b,11
959,Chillton Worldwide,Quadrupletree,copenhagen,1,1,0,209,74,30,austrian,0,b,11
818,Yin Yang,Ardisson,copenhagen,0,0,0,193,44,30,austrian,0,b,11
826,Accar Hotels,Marcure,copenhagen,1,1,0,218,83,30,austrian,0,b,11
110,Chillton Worldwide,Tripletree,copenhagen,0,0,0,185,51,30,austrian,0,b,11
930,Independant,Independant,copenhagen,0,0,0,126,70,30,austrian,0,b,11
318,Boss Western,Boss Western,copenhagen,1,0,0,151,36,30,austrian,0,b,11
519,Yin Yang,Royal Lotus,copenhagen,0,0,0,223,68,30,austrian,0,b,11
514,Morriott International,Corlton,copenhagen,0,0,0,285,129,30,austrian,0,b,11
385,Accar Hotels,Safitel,copenhagen,0,0,0,303,101,30,austrian,0,b,11
329,Morriott International,Morriot,copenhagen,1,0,0,247,67,30,austrian,0,b,11
332,Chillton Worldwide,Quadrupletree,copenhagen,1,1,0,223,86,30,austrian,0,b,11
