hotel_id,group,brand,city,parking,pool,children_policy,price,stock,date,language,mobile,avatar_name,order_requests
269,Yin Yang,Ardisson,amsterdam,0,1,0,145,60,30,slovakian,0,perlou,2
193,Independant,Independant,amsterdam,0,0,0,138,48,30,slovakian,0,perlou,2
821,Independant,Independant,amsterdam,0,0,0,101,45,30,slovakian,0,perlou,2
264,Independant,Independant,amsterdam,1,0,0,75,21,30,slovakian,0,perlou,2
214,Chillton Worldwide,Quadrupletree,amsterdam,0,1,0,173,72,30,slovakian,0,perlou,2
16,Chillton Worldwide,Tripletree,amsterdam,1,0,0,154,48,30,slovakian,0,perlou,2
945,Chillton Worldwide,Tripletree,amsterdam,0,0,0,137,72,30,slovakian,0,perlou,2
594,Chillton Worldwide,Chill Garden Inn,amsterdam,0,1,0,226,152,30,slovakian,0,perlou,2
223,Boss Western,J.Halliday Inn,amsterdam,0,0,0,144,51,30,slovakian,0,perlou,2
627,Independant,Independant,amsterdam,0,0,0,103,41,30,slovakian,0,perlou,2
317,Accar Hotels,Marcure,amsterdam,0,0,0,156,76,30,slovakian,0,perlou,2
835,Independant,Independant,amsterdam,0,0,0,100,62,30,slovakian,0,perlou,2
587,Boss Western,J.Halliday Inn,amsterdam,0,0,0,148,50,30,slovakian,0,perlou,2
933,Boss Western,J.Halliday Inn,amsterdam,1,0,0,147,58,30,slovakian,0,perlou,2
34,Independant,Independant,amsterdam,0,0,0,72,23,30,slovakian,0,perlou,2
10,Chillton Worldwide,Tripletree,amsterdam,0,0,0,148,51,30,slovakian,0,perlou,2
256,Accar Hotels,Ibas,amsterdam,1,0,0,76,23,30,slovakian,0,perlou,2
271,Independant,Independant,amsterdam,1,0,0,79,21,30,slovakian,0,perlou,2
557,Accar Hotels,Navatel,amsterdam,0,0,0,109,36,30,slovakian,0,perlou,2
410,Accar Hotels,Navatel,amsterdam,0,0,0,111,38,30,slovakian,0,perlou,2
172,Accar Hotels,Navatel,amsterdam,1,0,0,114,38,30,slovakian,0,perlou,2
417,Morriott International,CourtYord,amsterdam,0,0,0,136,62,30,slovakian,0,perlou,2
234,Boss Western,J.Halliday Inn,amsterdam,0,0,0,139,52,30,slovakian,0,perlou,2
657,Chillton Worldwide,Quadrupletree,amsterdam,1,0,0,157,85,30,slovakian,0,perlou,2
809,Chillton Worldwide,Chill Garden Inn,amsterdam,0,1,0,238,109,30,slovakian,0,perlou,2
867,Independant,Independant,amsterdam,1,0,0,135,48,30,slovakian,0,perlou,2
788,Independant,Independant,amsterdam,1,0,0,106,50,30,slovakian,0,perlou,2
450,Morriott International,Morriot,amsterdam,0,0,0,167,86,30,slovakian,0,perlou,2
218,Yin Yang,Royal Lotus,amsterdam,0,0,1,178,74,30,slovakian,0,perlou,2
967,Independant,Independant,amsterdam,1,0,0,72,60,30,slovakian,0,perlou,2
83,Yin Yang,Ardisson,amsterdam,0,0,0,147,48,30,slovakian,0,perlou,2
745,Independant,Independant,amsterdam,0,0,0,101,28,30,slovakian,0,perlou,2
387,Accar Hotels,Safitel,amsterdam,1,0,0,223,104,30,slovakian,0,perlou,2
630,Boss Western,J.Halliday Inn,amsterdam,0,0,0,140,66,30,slovakian,0,perlou,2
777,Yin Yang,Ardisson,amsterdam,0,0,0,137,60,30,slovakian,0,perlou,2
581,Independant,Independant,amsterdam,1,0,0,142,29,30,slovakian,0,perlou,2
430,Yin Yang,Royal Lotus,amsterdam,0,0,0,154,101,30,slovakian,0,perlou,2
658,Morriott International,CourtYord,amsterdam,1,0,0,154,56,30,slovakian,0,perlou,2
892,Chillton Worldwide,Quadrupletree,amsterdam,0,1,0,176,69,30,slovakian,0,perlou,2
971,Chillton Worldwide,Tripletree,amsterdam,1,0,0,142,52,30,slovakian,0,perlou,2
326,Chillton Worldwide,Chill Garden Inn,amsterdam,0,1,0,229,109,30,slovakian,0,perlou,2
762,Yin Yang,Ardisson,amsterdam,1,1,0,152,50,30,slovakian,0,perlou,2
