hotel_id,group,brand,city,parking,pool,children_policy,price,stock,date,language,mobile,avatar_name,order_requests
591,Accar Hotels,Safitel,amsterdam,0,0,0,329,16,10,czech,0,nicolas,4
685,Morriott International,Corlton,amsterdam,0,0,1,426,9,10,czech,0,nicolas,4
196,Independant,Independant,amsterdam,1,0,0,114,0,10,czech,0,nicolas,4
163,Yin Yang,Royal Lotus,amsterdam,0,1,0,197,12,10,czech,0,nicolas,4
557,Accar Hotels,Navatel,amsterdam,0,0,0,117,0,10,czech,0,nicolas,4
256,Accar Hotels,Ibas,amsterdam,1,0,0,81,0,10,czech,0,nicolas,4
264,Independant,Independant,amsterdam,1,0,0,83,0,10,czech,0,nicolas,4
373,Boss Western,Boss Western,amsterdam,1,0,0,150,4,10,czech,0,nicolas,4
253,Accar Hotels,Safitel,amsterdam,0,1,2,331,17,10,czech,0,nicolas,4
346,Chillton Worldwide,Quadrupletree,amsterdam,1,0,0,248,10,10,czech,0,nicolas,4
85,Boss Western,Boss Western,amsterdam,1,0,0,132,4,10,czech,0,nicolas,4
570,Independant,Independant,amsterdam,1,0,0,112,0,10,czech,0,nicolas,4
627,Independant,Independant,amsterdam,0,0,0,110,0,10,czech,0,nicolas,4
45,Yin Yang,Ardisson,amsterdam,0,0,0,183,2,10,czech,0,nicolas,4
715,Yin Yang,Ardisson,amsterdam,0,0,0,182,6,10,czech,0,nicolas,4
505,Independant,Independant,amsterdam,0,0,1,113,5,10,czech,0,nicolas,4
779,Morriott International,Morriot,amsterdam,1,0,2,248,11,10,czech,0,nicolas,4
745,Independant,Independant,amsterdam,0,0,0,108,7,10,czech,0,nicolas,4
724,Morriott International,Corlton,amsterdam,1,0,0,310,17,10,czech,0,nicolas,4
105,Yin Yang,Ardisson,amsterdam,0,0,0,182,10,10,czech,0,nicolas,4
283,Independant,Independant,amsterdam,1,0,0,120,8,10,czech,0,nicolas,4
676,Independant,Independant,amsterdam,0,0,0,91,4,10,czech,0,nicolas,4
630,Boss Western,J.Halliday Inn,amsterdam,0,0,0,161,0,10,czech,0,nicolas,4
917,Morriott International,Corlton,amsterdam,1,1,0,345,14,10,czech,0,nicolas,4
515,Accar Hotels,Safitel,amsterdam,1,1,0,347,10,10,czech,0,nicolas,4
88,Boss Western,Boss Western,amsterdam,0,0,0,137,0,10,czech,0,nicolas,4
892,Chillton Worldwide,Quadrupletree,amsterdam,0,1,0,290,7,10,czech,0,nicolas,4
475,Independant,Independant,amsterdam,1,0,0,110,0,10,czech,0,nicolas,4
212,Yin Yang,Royal Lotus,amsterdam,0,1,0,308,7,10,czech,0,nicolas,4
223,Boss Western,J.Halliday Inn,amsterdam,0,0,0,157,0,10,czech,0,nicolas,4
193,Independant,Independant,amsterdam,0,0,0,154,6,10,czech,0,nicolas,4
762,Yin Yang,Ardisson,amsterdam,1,1,0,182,10,10,czech,0,nicolas,4
969,Accar Hotels,Ibas,amsterdam,1,0,0,88,3,10,czech,0,nicolas,4
878,Independant,Independant,amsterdam,1,0,0,113,8,10,czech,0,nicolas,4
493,Chillton Worldwide,Tripletree,amsterdam,0,0,0,183,4,10,czech,0,nicolas,4
214,Chillton Worldwide,Quadrupletree,amsterdam,0,1,0,308,7,10,czech,0,nicolas,4
224,Yin Yang,Ardisson,amsterdam,1,0,0,149,18,10,czech,0,nicolas,4
933,Boss Western,J.Halliday Inn,amsterdam,1,0,0,157,0,10,czech,0,nicolas,4
230,Boss Western,Boss Western,amsterdam,1,0,0,191,4,10,czech,0,nicolas,4
146,Chillton Worldwide,Quadrupletree,amsterdam,0,0,0,222,12,10,czech,0,nicolas,4
307,Accar Hotels,Navatel,amsterdam,1,0,0,132,8,10,czech,0,nicolas,4
916,Boss Western,Boss Western,amsterdam,1,0,0,140,8,10,czech,0,nicolas,4
455,Yin Yang,Ardisson,amsterdam,0,0,0,183,13,10,czech,0,nicolas,4
743,Morriott International,CourtYord,amsterdam,1,1,0,180,9,10,czech,0,nicolas,4
22,Yin Yang,Ardisson,amsterdam,1,0,0,182,4,10,czech,0,nicolas,4
594,Chillton Worldwide,Chill Garden Inn,amsterdam,0,1,0,351,14,10,czech,0,nicolas,4
880,Boss Western,Boss Western,amsterdam,0,0,0,135,0,10,czech,0,nicolas,4
657,Chillton Worldwide,Quadrupletree,amsterdam,1,0,0,214,9,10,czech,0,nicolas,4
86,Independant,Independant,amsterdam,1,0,0,117,0,10,czech,0,nicolas,4
387,Accar Hotels,Safitel,amsterdam,1,0,0,435,10,10,czech,0,nicolas,4
52,Chillton Worldwide,Tripletree,amsterdam,0,0,0,182,8,10,czech,0,nicolas,4
706,Boss Western,Boss Western,amsterdam,0,0,1,132,0,10,czech,0,nicolas,4
585,Yin Yang,8 Premium,amsterdam,0,0,0,78,11,10,czech,0,nicolas,4
587,Boss Western,J.Halliday Inn,amsterdam,0,0,0,158,0,10,czech,0,nicolas,4
211,Morriott International,CourtYord,amsterdam,1,0,0,154,0,10,czech,0,nicolas,4
680,Independant,Independant,amsterdam,1,0,0,157,0,10,czech,0,nicolas,4
679,Chillton Worldwide,Tripletree,amsterdam,1,0,0,157,0,10,czech,0,nicolas,4
326,Chillton Worldwide,Chill Garden Inn,amsterdam,0,1,0,299,17,10,czech,0,nicolas,4
604,Accar Hotels,Navatel,amsterdam,1,0,0,135,7,10,czech,0,nicolas,4
603,Morriott International,Corlton,amsterdam,0,1,0,299,11,10,czech,0,nicolas,4
410,Accar Hotels,Navatel,amsterdam,0,0,0,133,8,10,czech,0,nicolas,4
807,Chillton Worldwide,Chill Garden Inn,amsterdam,0,1,0,424,10,10,czech,0,nicolas,4
157,Morriott International,Corlton,amsterdam,0,0,0,310,18,10,czech,0,nicolas,4
581,Independant,Independant,amsterdam,1,0,0,155,3,10,czech,0,nicolas,4
460,Accar Hotels,Ibas,amsterdam,0,0,0,87,0,10,czech,0,nicolas,4
172,Accar Hotels,Navatel,amsterdam,1,0,0,137,4,10,czech,0,nicolas,4
760,Yin Yang,Royal Lotus,amsterdam,0,0,0,231,8,10,czech,0,nicolas,4
417,Morriott International,CourtYord,amsterdam,0,0,0,185,0,10,czech,0,nicolas,4
83,Yin Yang,Ardisson,amsterdam,0,0,0,183,10,10,czech,0,nicolas,4
567,Independant,Independant,amsterdam,1,0,0,96,1,10,czech,0,nicolas,4
234,Boss Western,J.Halliday Inn,amsterdam,0,0,0,182,5,10,czech,0,nicolas,4
303,Yin Yang,Royal Lotus,amsterdam,1,1,0,222,6,10,czech,0,nicolas,4
777,Yin Yang,Ardisson,amsterdam,0,0,0,187,6,10,czech,0,nicolas,4
821,Independant,Independant,amsterdam,0,0,0,114,7,10,czech,0,nicolas,4
12,Independant,Independant,amsterdam,0,0,0,82,0,10,czech,0,nicolas,4
352,Independant,Independant,amsterdam,1,0,0,104,27,10,czech,0,nicolas,4
369,Independant,Independant,amsterdam,1,0,0,79,0,10,czech,0,nicolas,4
658,Morriott International,CourtYord,amsterdam,1,0,0,185,5,10,czech,0,nicolas,4
10,Chillton Worldwide,Tripletree,amsterdam,0,0,0,158,0,10,czech,0,nicolas,4
77,Accar Hotels,Safitel,amsterdam,0,1,0,424,10,10,czech,0,nicolas,4
960,Chillton Worldwide,Chill Garden Inn,amsterdam,0,0,0,347,10,10,czech,0,nicolas,4
510,Morriott International,Corlton,amsterdam,0,0,0,369,18,10,czech,0,nicolas,4
674,Accar Hotels,Navatel,amsterdam,0,0,0,140,6,10,czech,0,nicolas,4
34,Independant,Independant,amsterdam,0,0,0,82,0,10,czech,0,nicolas,4
9,Independant,Independant,amsterdam,0,0,0,88,0,10,czech,0,nicolas,4
867,Independant,Independant,amsterdam,1,0,0,154,0,10,czech,0,nicolas,4
140,Boss Western,Boss Western,amsterdam,0,0,0,193,4,10,czech,0,nicolas,4
588,Independant,Independant,amsterdam,0,0,0,182,0,10,czech,0,nicolas,4
967,Independant,Independant,amsterdam,1,0,0,82,2,10,czech,0,nicolas,4
891,Independant,Independant,amsterdam,1,0,0,128,5,10,czech,0,nicolas,4
806,Chillton Worldwide,Chill Garden Inn,amsterdam,0,0,1,280,24,10,czech,0,nicolas,4
366,Independant,Independant,amsterdam,1,0,0,82,0,10,czech,0,nicolas,4
945,Chillton Worldwide,Tripletree,amsterdam,0,0,0,187,7,10,czech,0,nicolas,4
111,Boss Western,Boss Western,amsterdam,1,0,0,152,6,10,czech,0,nicolas,4
529,Morriott International,Corlton,amsterdam,1,0,1,326,9,10,czech,0,nicolas,4
902,Yin Yang,Royal Lotus,amsterdam,1,1,0,220,14,10,czech,0,nicolas,4
375,Independant,Independant,amsterdam,1,0,0,110,0,10,czech,0,nicolas,4
507,Boss Western,Boss Western,amsterdam,0,0,0,132,8,10,czech,0,nicolas,4
921,Independant,Independant,amsterdam,0,0,0,96,10,10,czech,0,nicolas,4
783,Yin Yang,8 Premium,amsterdam,1,0,0,104,0,10,czech,0,nicolas,4
16,Chillton Worldwide,Tripletree,amsterdam,1,0,0,185,0,10,czech,0,nicolas,4
158,Yin Yang,Ardisson,amsterdam,0,0,0,185,10,10,czech,0,nicolas,4
