hotel_id,group,brand,city,parking,pool,children_policy,price,stock,date,language,mobile,avatar_name,order_requests
143,Boss Western,Boss Western,sofia,0,0,0,83,0,0,hungarian,1,hongrois,9
143,Boss Western,Boss Western,sofia,0,0,0,83,0,0,hungarian,1,hongrois,9
544,Independant,Independant,sofia,1,0,0,66,0,0,bulgarian,0,lesfrites,24
4,Independant,Independant,sofia,1,0,0,44,0,0,bulgarian,0,lesfrites,24
553,Independant,Independant,sofia,1,0,0,101,0,0,bulgarian,0,lesfrites,24
661,Accar Hotels,Navatel,vienna,1,0,0,132,1,3,croatian,1,lacroatie2,6
28,Boss Western,Boss Western,paris,0,0,1,209,0,1,belgian,1,labelgique2,18
175,Boss Western,Boss Western,madrid,1,0,0,115,0,3,dutch,1,ladutchams2,19
180,Accar Hotels,Ibas,rome,1,0,0,78,0,3,greek,1,kebabier,29
643,Accar Hotels,Ibas,valletta,1,0,0,81,0,3,cypriot,1,audeetcharles,3
791,Boss Western,Boss Western,madrid,1,0,0,145,0,0,estonian,0,laestonie,17
175,Boss Western,Boss Western,madrid,1,0,0,115,0,0,dutch,1,ladutchams2,22
892,Chillton Worldwide,Quadrupletree,amsterdam,0,1,0,215,20,20,hungarian,1,hungarian2,14
428,Boss Western,Boss Western,vienna,1,0,0,135,1,6,croatian,1,croaty,4
892,Chillton Worldwide,Quadrupletree,amsterdam,0,1,0,215,20,20,hungarian,1,laulau,33
762,Yin Yang,Ardisson,amsterdam,1,1,0,178,20,20,hungarian,1,laulau,33
444,Boss Western,Boss Western,madrid,1,0,0,147,0,0,dutch,1,ladutchams2,22
259,Boss Western,Boss Western,paris,0,0,0,153,0,1,austrian,1,noel3,5
476,Independant,Independant,valletta,1,0,0,126,9,1,finnish,1,abba2,28
420,Independant,Independant,vilnius,1,0,0,59,11,19,bulgarian,1,bulgarianguy,11
647,Boss Western,Boss Western,paris,1,0,0,150,0,4,dutch,0,ladutch,18
938,Independant,Independant,copenhagen,0,0,0,127,40,38,spanish,0,spanishguy,1
924,Boss Western,J.Halliday Inn,vienna,1,0,0,182,0,1,german,0,lallemagne,13
856,Accar Hotels,Ibas,rome,1,0,0,81,0,2,danish,1,ladane1,9
525,Boss Western,Boss Western,madrid,0,0,0,94,15,21,hungarian,0,hungarian2,13
769,Accar Hotels,Ibas,rome,1,0,0,87,0,2,danish,1,ladane1,9
753,Boss Western,J.Halliday Inn,vienna,1,0,0,158,0,1,german,0,lagerme,3
705,Boss Western,Boss Western,paris,1,0,0,159,0,1,austrian,1,noel3,5
647,Boss Western,Boss Western,paris,1,0,0,150,0,4,dutch,0,dutchguy,21
934,Accar Hotels,Ibas,rome,1,0,0,84,0,2,danish,1,ladane1,9
63,Boss Western,J.Halliday Inn,vienna,1,0,0,153,0,1,german,0,lagerme,3
215,Independant,Independant,vilnius,1,0,0,82,11,19,bulgarian,1,bulgarianguy,11
963,Boss Western,Boss Western,paris,0,0,0,151,0,1,austrian,1,noel3,5
340,Independant,Independant,vilnius,0,0,0,83,10,20,maltese,0,malteguy,10
105,Yin Yang,Ardisson,amsterdam,0,0,0,182,14,15,dutch,0,laulau,57
83,Yin Yang,Ardisson,amsterdam,0,0,0,187,14,14,irish,1,mouton,20
172,Accar Hotels,Navatel,amsterdam,1,0,0,145,0,2,austrian,1,autrichemanjr,15
59,Boss Western,J.Halliday Inn,vilnius,1,0,0,114,0,6,bulgarian,1,bulgarianguy,19
428,Boss Western,Boss Western,vienna,1,0,0,135,0,2,croatian,1,croaty,8
105,Yin Yang,Ardisson,amsterdam,0,0,0,176,20,20,maltese,1,laulau,28
45,Yin Yang,Ardisson,amsterdam,0,0,0,190,20,20,maltese,1,laulau,28
158,Yin Yang,Ardisson,amsterdam,0,0,0,155,15,15,hungarian,1,laulau,51
890,Yin Yang,8 Premium,vienna,1,0,0,89,0,0,finnish,0,lafine,18
652,Boss Western,Boss Western,vienna,1,0,0,144,3,4,croatian,1,encoreuncroate,9
903,Independant,Independant,paris,1,0,0,95,10,20,danish,1,led,1
261,Boss Western,Boss Western,madrid,0,0,0,90,22,20,hungarian,0,laulau,33
200,Boss Western,J.Halliday Inn,valletta,0,0,0,145,28,15,finnish,1,abba2,22
